"","occurrenceId","verbatimScientificName_.GRA.","scientificName","key","matchType","confidence","status","rank","kingdom","phylum","class","order","family","genus","species_.GBIF.","canonicalName","authorship","usageKey","acceptedUsageKey"
"2541",NA,"Crocodylus novaeguineae","Crocodylus novaeguineae Schmidt, 1928",2441326,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Crocodylia",NA,"Crocodylidae","Crocodylus","Crocodylus novaeguineae","Crocodylus novaeguineae","Schmidt, 1928",2441326,2441326
"2542",NA,"Crocodylus palustris","Crocodylus palustris (Lesson, 1831)",2441350,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Crocodylia",NA,"Crocodylidae","Crocodylus","Crocodylus palustris","Crocodylus palustris","(Lesson, 1831) ",2441350,2441350
"2543",NA,"Crocodylus porosus","Crocodylus porosus Schneider, 1801",2441333,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Crocodylia",NA,"Crocodylidae","Crocodylus","Crocodylus porosus","Crocodylus porosus","Schneider, 1801",2441333,2441333
"2544",NA,"Crocodylus rhombifer","Crocodylus rhombifer (Cuvier, 1807)",2441322,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Crocodylia",NA,"Crocodylidae","Crocodylus","Crocodylus rhombifer","Crocodylus rhombifer","(Cuvier, 1807) ",2441322,2441322
"2545",NA,"Crocodylus siamensis","Crocodylus siamensis Schneider, 1801",2441348,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Crocodylia",NA,"Crocodylidae","Crocodylus","Crocodylus siamensis","Crocodylus siamensis","Schneider, 1801",2441348,2441348
"2546",NA,"Crocodylus suchus","Crocodylus suchus Geoffroy Saint-Hilaire, 1807",7852834,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Crocodylia",NA,"Crocodylidae","Crocodylus","Crocodylus suchus","Crocodylus suchus","Geoffroy Saint-Hilaire, 1807",7852834,7852834
"2547",NA,"Crossobamon eversmanni","Crossobamon eversmanni (Wiegmann, 1834)",9013833,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Gekkonidae","Crossobamon","Crossobamon eversmanni","Crossobamon eversmanni","(Wiegmann, 1834) ",9013833,9013833
"2548",NA,"Crossobamon orientalis","Crossobamon orientalis (Blanford, 1876)",2446619,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Gekkonidae","Crossobamon","Crossobamon orientalis","Crossobamon orientalis","(Blanford, 1876) ",2446619,2446619
"2549",NA,"Crotalus adamanteus","Crotalus adamanteus Palisot De Beauvois, 1799",2444432,"EXACT",99,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Viperidae","Crotalus","Crotalus adamanteus","Crotalus adamanteus","Palisot De Beauvois, 1799",2444432,2444432
"2550",NA,"Crotalus angelensis","Crotalus angelensis Klauber, 1963",9563517,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Viperidae","Crotalus","Crotalus angelensis","Crotalus angelensis","Klauber, 1963",9563517,9563517
"2551",NA,"Crotalus aquilus","Crotalus aquilus Klauber, 1952",2444369,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Viperidae","Crotalus","Crotalus aquilus","Crotalus aquilus","Klauber, 1952",2444369,2444369
"2552",NA,"Crotalus atrox","Crotalus atrox Baird & Girard, 1853",2444356,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Viperidae","Crotalus","Crotalus atrox","Crotalus atrox","Baird & Girard, 1853",2444356,2444356
"2553",NA,"Crotalus basiliscus","Crotalus basiliscus (Cope, 1864)",2444435,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Viperidae","Crotalus","Crotalus basiliscus","Crotalus basiliscus","(Cope, 1864) ",2444435,2444435
"2554",NA,"Crotalus caliginis","Crotalus caliginis Klauber, 1949",10745250,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Viperidae","Crotalus","Crotalus caliginis","Crotalus caliginis","Klauber, 1949",10745250,10745250
"2555",NA,"Crotalus catalinensis","Crotalus catalinensis Cliff, 1954",2444407,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Viperidae","Crotalus","Crotalus catalinensis","Crotalus catalinensis","Cliff, 1954",2444407,2444407
"2556",NA,"Crotalus cerastes","Crotalus cerastes Hallowell, 1854",2444360,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Viperidae","Crotalus","Crotalus cerastes","Crotalus cerastes","Hallowell, 1854",2444360,2444360
"2557",NA,"Crotalus durissus","Crotalus durissus Linnaeus, 1758",2444433,"EXACT",99,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Viperidae","Crotalus","Crotalus durissus","Crotalus durissus","Linnaeus, 1758",2444433,2444433
"2558",NA,"Crotalus enyo","Crotalus enyo Cope, 1861",9111295,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Viperidae","Crotalus","Crotalus enyo","Crotalus enyo","Cope, 1861",9111295,9111295
"2559",NA,"Crotalus estebanensis","Crotalus estebanensis Klauber, 1949",10770229,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Viperidae","Crotalus","Crotalus estebanensis","Crotalus estebanensis","Klauber, 1949",10770229,10770229
"2560",NA,"Crotalus horridus","Crotalus horridus Linnaeus, 1758",2444468,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Viperidae","Crotalus","Crotalus horridus","Crotalus horridus","Linnaeus, 1758",2444468,2444468
"2561",NA,"Crotalus intermedius","Crotalus intermedius Troschel, 1865",2444365,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Viperidae","Crotalus","Crotalus intermedius","Crotalus intermedius","Troschel, 1865",2444365,2444365
"2562",NA,"Crotalus lannomi","Crotalus lannomi Tanner, 1966",2444472,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Viperidae","Crotalus","Crotalus lannomi","Crotalus lannomi","Tanner, 1966",2444472,2444472
"2563",NA,"Crotalus lepidus","Crotalus lepidus Kennicott, 1861",9142689,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Viperidae","Crotalus","Crotalus lepidus","Crotalus lepidus","Kennicott, 1861",9142689,9142689
"2564",NA,"Crotalus lorenzoensis","Crotalus lorenzoensis Radcliff & Maslin, 1975",9607554,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Viperidae","Crotalus","Crotalus lorenzoensis","Crotalus lorenzoensis","Radcliff & Maslin, 1975",9607554,9607554
"2565",NA,"Crotalus mitchellii","Crotalus mitchellii (Cope, 1861)",2444376,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Viperidae","Crotalus","Crotalus mitchellii","Crotalus mitchellii","(Cope, 1861) ",2444376,2444376
"2566",NA,"Crotalus molossus","Crotalus molossus Baird & Girard, 1853",2444473,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Viperidae","Crotalus","Crotalus molossus","Crotalus molossus","Baird & Girard, 1853",2444473,2444473
"2567",NA,"Crotalus muertensis","Crotalus muertensis Klauber, 1949",10853791,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Viperidae","Crotalus","Crotalus muertensis","Crotalus muertensis","Klauber, 1949",10853791,10853791
"2568",NA,"Crotalus oreganus","Crotalus oreganus Holbrook, 1840",2444446,"EXACT",99,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Viperidae","Crotalus","Crotalus oreganus","Crotalus oreganus","Holbrook, 1840",2444446,2444446
"2569",NA,"Crotalus polystictus","Crotalus polystictus (Cope, 1865)",2444429,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Viperidae","Crotalus","Crotalus polystictus","Crotalus polystictus","(Cope, 1865) ",2444429,2444429
"2570",NA,"Crotalus pricei","Crotalus pricei Van Denburgh, 1895",2444389,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Viperidae","Crotalus","Crotalus pricei","Crotalus pricei","Van Denburgh, 1895",2444389,2444389
"2571",NA,"Crotalus pusillus","Crotalus pusillus Klauber, 1952",2444479,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Viperidae","Crotalus","Crotalus pusillus","Crotalus pusillus","Klauber, 1952",2444479,2444479
"2572",NA,"Crotalus ravus","Crotalus ravus Cope, 1865",2444231,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Viperidae","Crotalus","Crotalus ravus","Crotalus ravus","Cope, 1865",2444231,2444231
"2573",NA,"Crotalus ruber","Crotalus ruber Cope, 1892",2444393,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Viperidae","Crotalus","Crotalus ruber","Crotalus ruber","Cope, 1892",2444393,2444393
"2574",NA,"Crotalus scutulatus","Crotalus scutulatus Kennicott, 1861",2444480,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Viperidae","Crotalus","Crotalus scutulatus","Crotalus scutulatus","Kennicott, 1861",2444480,2444480
"2575",NA,"Crotalus simus","Crotalus simus Latreille, 1801",8421777,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Viperidae","Crotalus","Crotalus simus","Crotalus simus","Latreille, 1801",8421777,8421777
"2576",NA,"Crotalus stejnegeri","Crotalus stejnegeri Dunn, 1919",2444405,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Viperidae","Crotalus","Crotalus stejnegeri","Crotalus stejnegeri","Dunn, 1919",2444405,2444405
"2577",NA,"Crotalus tancitarensis","Crotalus tancitarensis Alvarado-Díaz & Campbell, 2004",2444421,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Viperidae","Crotalus","Crotalus tancitarensis","Crotalus tancitarensis","Alvarado-Díaz & Campbell, 2004",2444421,2444421
"2578",NA,"Crotalus tigris","Crotalus tigris Kennicott, 1859",2444355,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Viperidae","Crotalus","Crotalus tigris","Crotalus tigris","Kennicott, 1859",2444355,2444355
"2579",NA,"Crotalus tortugensis","Crotalus tortugensis Van Denburgh & Slevin, 1921",2444434,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Viperidae","Crotalus","Crotalus tortugensis","Crotalus tortugensis","Van Denburgh & Slevin, 1921",2444434,2444434
"2580",NA,"Crotalus totonacus","Crotalus totonacus Gloyd & Kauffeld, 1940",4287852,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Viperidae","Crotalus","Crotalus totonacus","Crotalus totonacus","Gloyd & Kauffeld, 1940",4287852,4287852
"2581",NA,"Crotalus transversus","Crotalus transversus Taylor, 1944",2444406,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Viperidae","Crotalus","Crotalus transversus","Crotalus transversus","Taylor, 1944",2444406,2444406
"2582",NA,"Crotalus triseriatus","Crotalus triseriatus Wagler, 1830",2444358,"EXACT",99,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Viperidae","Crotalus","Crotalus triseriatus","Crotalus triseriatus","Wagler, 1830",2444358,2444358
"2583",NA,"Crotalus tzabcan","Crotalus tzabcan Klauber, 1952",7512318,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Viperidae","Crotalus","Crotalus tzabcan","Crotalus tzabcan","Klauber, 1952",7512318,7512318
"2584",NA,"Crotalus viridis","Crotalus viridis Rafinesque, 1818",8945077,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Viperidae","Crotalus","Crotalus viridis","Crotalus viridis","Rafinesque, 1818",8945077,8945077
"2585",NA,"Crotalus willardi","Crotalus willardi Meek, 1905",2444415,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Viperidae","Crotalus","Crotalus willardi","Crotalus willardi","Meek, 1905",2444415,2444415
"2586",NA,"Crotaphopeltis barotseensis","Crotaphopeltis barotseensis Broadley, 1968",2455337,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Colubridae","Crotaphopeltis","Crotaphopeltis barotseensis","Crotaphopeltis barotseensis","Broadley, 1968",2455337,2455337
"2587",NA,"Crotaphopeltis braestrupi","Crotaphopeltis braestrupi Rasmussen, 1985",2455324,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Colubridae","Crotaphopeltis","Crotaphopeltis braestrupi","Crotaphopeltis braestrupi","Rasmussen, 1985",2455324,2455324
"2588",NA,"Crotaphopeltis degeni","Crotaphopeltis degeni (Boulenger, 1906)",2455335,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Colubridae","Crotaphopeltis","Crotaphopeltis degeni","Crotaphopeltis degeni","(Boulenger, 1906) ",2455335,2455335
"2589",NA,"Crotaphopeltis hippocrepis","Crotaphopeltis hippocrepis (Reinhardt, 1843)",2455326,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Colubridae","Crotaphopeltis","Crotaphopeltis hippocrepis","Crotaphopeltis hippocrepis","(Reinhardt, 1843) ",2455326,2455326
"2590",NA,"Crotaphopeltis hotamboeia","Crotaphopeltis hotamboeia (Laurenti, 1768)",9176658,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Colubridae","Crotaphopeltis","Crotaphopeltis hotamboeia","Crotaphopeltis hotamboeia","(Laurenti, 1768) ",9176658,9176658
"2591",NA,"Crotaphopeltis tornieri","Crotaphopeltis tornieri (Werner, 1908)",2455330,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Colubridae","Crotaphopeltis","Crotaphopeltis tornieri","Crotaphopeltis tornieri","(Werner, 1908) ",2455330,2455330
"2592",NA,"Crotaphytus antiquus","Crotaphytus antiquus Axtell & Webb, 1995",2470620,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Crotaphytidae","Crotaphytus","Crotaphytus antiquus","Crotaphytus antiquus","Axtell & Webb, 1995",2470620,2470620
"2593",NA,"Crotaphytus bicinctores","Crotaphytus bicinctores Smith & Tanner, 1972",2470618,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Crotaphytidae","Crotaphytus","Crotaphytus bicinctores","Crotaphytus bicinctores","Smith & Tanner, 1972",2470618,2470618
"2594",NA,"Crotaphytus collaris","Crotaphytus collaris (Say, 1822)",2470616,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Crotaphytidae","Crotaphytus","Crotaphytus collaris","Crotaphytus collaris","(Say, 1822) ",2470616,2470616
"2595",NA,"Crotaphytus dickersonae","Crotaphytus dickersonae Schmidt, 1922",7570211,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Crotaphytidae","Crotaphytus","Crotaphytus dickersonae","Crotaphytus dickersonae","Schmidt, 1922",7570211,7570211
"2596",NA,"Crotaphytus grismeri","Crotaphytus grismeri Mcguire, 1994",2470619,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Crotaphytidae","Crotaphytus","Crotaphytus grismeri","Crotaphytus grismeri","Mcguire, 1994",2470619,2470619
"2597",NA,"Crotaphytus insularis","Crotaphytus insularis Van Denburgh & Slevin, 1921",2470614,"EXACT",99,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Crotaphytidae","Crotaphytus","Crotaphytus insularis","Crotaphytus insularis","Van Denburgh & Slevin, 1921",2470614,2470614
"2598",NA,"Crotaphytus nebrius","Crotaphytus nebrius Axtell & Montanucci, 1977",2470625,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Crotaphytidae","Crotaphytus","Crotaphytus nebrius","Crotaphytus nebrius","Axtell & Montanucci, 1977",2470625,2470625
"2599",NA,"Crotaphytus reticulatus","Crotaphytus reticulatus Baird, 1858",2470613,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Crotaphytidae","Crotaphytus","Crotaphytus reticulatus","Crotaphytus reticulatus","Baird, 1858",2470613,2470613
"2600",NA,"Crotaphytus vestigium","Crotaphytus vestigium Smith & Tanner, 1972",2470621,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Crotaphytidae","Crotaphytus","Crotaphytus vestigium","Crotaphytus vestigium","Smith & Tanner, 1972",2470621,2470621
"2601",NA,"Cryophis hallbergi","Cryophis hallbergi Bogert & Duellman, 1963",2456376,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Colubridae","Cryophis","Cryophis hallbergi","Cryophis hallbergi","Bogert & Duellman, 1963",2456376,2456376
"2602",NA,"Cryptactites peringueyi","Cryptactites peringueyi (Boulenger, 1910)",2445191,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Gekkonidae","Cryptactites","Cryptactites peringueyi","Cryptactites peringueyi","(Boulenger, 1910) ",2445191,2445191
"2603",NA,"Cryptagama aurita","Cryptagama aurita (Storr, 1981)",2466867,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Agamidae","Cryptagama","Cryptagama aurita","Cryptagama aurita","(Storr, 1981) ",2466867,2466867
"2604",NA,"Cryptelytrops albolabris","Cryptelytrops albolabris (Gray, 1842)",7719498,"EXACT",100,"SYNONYM","SPECIES","Animalia","Chordata","Squamata",NA,"Viperidae","Trimeresurus","Trimeresurus albolabris","Cryptelytrops albolabris","(Gray, 1842) ",7719498,8219807
"2605",NA,"Cryptoblepharus adamsi","Cryptoblepharus adamsi Horner, 2007",7976058,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Scincidae","Cryptoblepharus","Cryptoblepharus adamsi","Cryptoblepharus adamsi","Horner, 2007",7976058,7976058
"2606",NA,"Cryptoblepharus africanus","Cryptoblepharus africanus (Sternfeld, 1918)",2463585,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Scincidae","Cryptoblepharus","Cryptoblepharus africanus","Cryptoblepharus africanus","(Sternfeld, 1918) ",2463585,2463585
"2607",NA,"Cryptoblepharus ahli","Cryptoblepharus ahli Mertens, 1928",8328407,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Scincidae","Cryptoblepharus","Cryptoblepharus ahli","Cryptoblepharus ahli","Mertens, 1928",8328407,8328407
"2608",NA,"Cryptoblepharus ater","Cryptoblepharus ater (Boettger, 1913)",2463594,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Scincidae","Cryptoblepharus","Cryptoblepharus ater","Cryptoblepharus ater","(Boettger, 1913) ",2463594,2463594
"2609",NA,"Cryptoblepharus australis","Cryptoblepharus australis (Sternfeld, 1918)",7763240,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Scincidae","Cryptoblepharus","Cryptoblepharus australis","Cryptoblepharus australis","(Sternfeld, 1918) ",7763240,7763240
"2610",NA,"Cryptoblepharus balinensis","Cryptoblepharus balinensis Barbour, 1911",2463548,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Scincidae","Cryptoblepharus","Cryptoblepharus balinensis","Cryptoblepharus balinensis","Barbour, 1911",2463548,2463548
"2611",NA,"Cryptoblepharus bitaeniatus","Cryptoblepharus bitaeniatus (Boettger, 1913)",2463513,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Scincidae","Cryptoblepharus","Cryptoblepharus bitaeniatus","Cryptoblepharus bitaeniatus","(Boettger, 1913) ",2463513,2463513
"2612",NA,"Cryptoblepharus boutonii","Cryptoblepharus boutonii (Des Jardin, 1831)",9534165,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Scincidae","Cryptoblepharus","Cryptoblepharus boutonii","Cryptoblepharus boutonii","(Des Jardin, 1831) ",9534165,9534165
"2613",NA,"Cryptoblepharus buchananii","Cryptoblepharus buchananii (Gray, 1838)",8280468,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Scincidae","Cryptoblepharus","Cryptoblepharus buchananii","Cryptoblepharus buchananii","(Gray, 1838) ",8280468,8280468
"2614",NA,"Cryptoblepharus burdeni","Cryptoblepharus burdeni Dunn, 1927",2463554,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Scincidae","Cryptoblepharus","Cryptoblepharus burdeni","Cryptoblepharus burdeni","Dunn, 1927",2463554,2463554
"2615",NA,"Cryptoblepharus caudatus","Cryptoblepharus caudatus (Sternfeld, 1918)",2463557,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Scincidae","Cryptoblepharus","Cryptoblepharus caudatus","Cryptoblepharus caudatus","(Sternfeld, 1918) ",2463557,2463557
"2616",NA,"Cryptoblepharus cognatus","Cryptoblepharus cognatus (Boettger, 1881)",2463598,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Scincidae","Cryptoblepharus","Cryptoblepharus cognatus","Cryptoblepharus cognatus","(Boettger, 1881) ",2463598,2463598
"2617",NA,"Cryptoblepharus cursor","Cryptoblepharus cursor Barbour, 1911",2463519,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Scincidae","Cryptoblepharus","Cryptoblepharus cursor","Cryptoblepharus cursor","Barbour, 1911",2463519,2463519
"2618",NA,"Cryptoblepharus cygnatus","Cryptoblepharus cygnatus Horner, 2007",7854823,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Scincidae","Cryptoblepharus","Cryptoblepharus cygnatus","Cryptoblepharus cygnatus","Horner, 2007",7854823,7854823
